Channel,SellerName,OrInterestRate,OrUnpaidPrinc,OrLoanTerm,OrLTV,OrCLTV,NumBorrow,DTIRat,CreditScore,FTHomeBuyer,LoanPurpose,PropertyType,NumUnits,OccStatus,PropertyState,Zip,RelMortInd,OrDateMonth,OrDateYear,FirstPaymentMonth,FirstPaymentYear
C,"CITIMORTGAGE, INC.",6.875,63000,180,90,90.0,1.0,35.0,808.0,N,P,CO,1,I,NC,271,N,11,2007,1,2008
B,OTHER,6.625,162000,360,95,95.0,1.0,60.0,756.0,Y,P,SF,1,P,FL,325,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.25,105000,360,80,80.0,1.0,26.0,746.0,Y,P,SF,1,P,OH,456,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.625,176000,360,90,90.0,1.0,46.0,647.0,N,C,SF,1,P,AL,365,N,9,2007,11,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.0,50000,360,17,17.0,1.0,37.0,627.0,N,C,SF,1,P,NJ,70,N,9,2007,11,2007
R,"PNC BANK, N.A.",6.75,91000,360,33,33.0,1.0,51.0,698.0,N,C,SF,1,P,FL,334,N,12,2007,2,2008
C,SUNTRUST MORTGAGE INC.,6.375,242000,360,80,95.0,2.0,43.0,724.0,N,P,SF,1,P,UT,841,N,10,2007,12,2007
R,OTHER,6.75,181000,360,53,53.0,2.0,27.0,665.0,N,C,SF,1,P,MO,633,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.5,92000,360,14,14.0,2.0,39.0,806.0,N,R,PU,1,P,VA,231,N,10,2007,12,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.5,121000,360,95,95.0,1.0,38.670606328740575,800.0,N,P,CO,1,P,FL,331,N,7,2007,9,2007
R,"BANK OF AMERICA, N.A.",5.75,105000,360,80,80.0,2.0,34.0,792.0,N,P,SF,1,I,NJ,88,N,12,2007,2,2008
R,OTHER,6.625,68000,360,80,95.0,2.0,40.0,769.0,N,P,SF,1,P,NE,688,N,9,2007,11,2007
R,"GMAC MORTGAGE, LLC",7.375,111000,360,90,90.0,1.0,58.0,689.0,N,R,SF,1,P,TN,383,N,7,2007,9,2007
R,OTHER,6.25,260000,360,57,57.0,2.0,60.0,810.0,N,R,SF,1,P,NC,275,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",5.875,130000,180,48,48.0,1.0,47.0,771.0,N,C,SF,1,P,CA,958,N,10,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.0,192000,360,74,74.0,3.0,21.0,649.0,N,R,SF,1,P,FL,342,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,186000,180,70,70.0,1.0,41.0,708.0,N,C,SF,1,P,WA,982,N,8,2007,10,2007
R,"PNC BANK, N.A.",6.75,101000,360,46,46.0,2.0,51.0,742.0,N,P,SF,1,I,WA,986,N,9,2007,11,2007
B,"BANK OF AMERICA, N.A.",6.375,305000,360,73,73.0,1.0,62.0,718.0,N,P,SF,1,P,PA,193,N,6,2007,8,2007
C,"BANK OF AMERICA, N.A.",6.125,146000,360,89,89.0,2.0,47.0,777.0,N,R,SF,1,P,KY,410,N,11,2007,1,2008
R,"BANK OF AMERICA, N.A.",6.875,90000,360,65,65.0,1.0,29.0,521.0,N,C,SF,1,P,FL,339,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.75,341000,360,80,80.0,1.0,37.0,626.0,N,C,SF,1,P,NY,117,N,12,2007,2,2008
C,"CITIMORTGAGE, INC.",5.5,293000,360,80,80.0,2.0,31.0,727.0,N,C,SF,1,P,AZ,850,N,9,2007,11,2007
B,"WELLS FARGO BANK, N.A.",6.75,390000,360,88,88.0,1.0,47.0,681.0,N,C,SF,1,P,FL,321,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,161000,360,67,67.0,2.0,58.0,702.0,N,R,SF,1,P,WA,986,N,10,2007,12,2007
R,OTHER,6.25,200000,360,38,38.0,2.0,45.0,767.0,N,C,SF,1,P,NY,103,N,11,2007,2,2008
B,SUNTRUST MORTGAGE INC.,6.625,192000,355,80,95.0,2.0,54.0,699.0,N,P,SF,1,P,TX,773,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.375,74000,360,70,70.0,1.0,33.0,707.0,N,C,SF,1,P,TX,751,N,12,2007,2,2008
B,"WELLS FARGO BANK, N.A.",6.875,120000,360,80,80.0,2.0,48.0,651.0,N,P,MH,1,S,FL,346,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,322000,360,87,87.0,2.0,52.0,704.0,N,P,PU,1,P,TX,775,N,9,2007,11,2007
B,FLAGSTAR CAPITAL MARKETS CORPORATION,7.375,105000,360,80,80.0,2.0,54.0,642.0,N,C,CO,1,I,IL,606,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.625,294000,348,80,80.0,2.0,50.0,701.0,N,C,SF,1,P,OR,970,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.375,345000,360,71,71.0,2.0,41.0,727.0,N,R,SF,1,P,IL,604,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.125,352000,360,80,80.0,2.0,31.0,787.0,N,P,SF,1,P,IL,601,N,12,2007,2,2008
C,"BANK OF AMERICA, N.A.",6.375,150000,360,40,40.0,2.0,29.0,806.0,N,C,SF,1,P,CA,920,N,10,2007,12,2007
C,"BANK OF AMERICA, N.A.",7.0,62000,360,85,85.0,2.0,55.0,645.0,N,R,SF,1,P,TX,760,N,11,2007,1,2008
R,OTHER,6.875,136000,360,70,70.0,2.0,43.0,777.0,Y,P,SF,1,P,KY,402,N,9,2007,11,2007
R,"CITIMORTGAGE, INC.",6.5,70000,180,90,90.0,1.0,28.0,680.0,N,C,SF,1,P,NY,142,N,9,2007,11,2007
R,"CHASE HOME FINANCE, LLC",6.125,100000,360,27,27.0,2.0,33.0,807.0,N,P,PU,1,P,NC,282,N,10,2007,12,2007
B,"WELLS FARGO BANK, N.A.",6.5,63000,240,65,65.0,1.0,32.0,707.0,N,C,MH,1,P,FL,344,N,8,2007,10,2007
B,OTHER,5.875,220000,180,67,67.0,2.0,32.0,762.0,Y,P,SF,1,P,MA,10,N,11,2007,1,2008
R,"PNC BANK, N.A.",6.5,245000,360,70,70.0,2.0,41.0,632.0,N,C,SF,1,P,MD,208,N,10,2007,11,2007
R,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.375,385000,360,62,62.0,1.0,32.0,768.0,N,C,SF,1,P,NY,112,N,10,2007,12,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.625,245000,360,56,56.0,1.0,54.0,629.0,N,C,SF,1,P,CA,917,N,11,2007,1,2008
R,"GMAC MORTGAGE, LLC",6.875,100000,360,63,63.0,1.0,20.0,604.0,N,C,SF,1,P,TX,761,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.5,100000,180,79,79.0,2.0,21.0,717.0,N,C,SF,1,P,GA,317,N,9,2007,12,2007
B,SUNTRUST MORTGAGE INC.,6.5,57000,360,90,90.0,1.0,32.0,702.0,N,R,SF,1,P,KS,670,N,9,2007,11,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,72000,360,77,77.0,2.0,57.0,747.0,N,C,SF,1,I,TX,799,N,9,2007,11,2007
B,"CHASE HOME FINANCE, LLC",6.75,285000,360,95,95.0,2.0,38.670606328740575,757.0,Y,P,SF,1,P,FL,342,N,8,2007,9,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,227000,360,95,95.0,1.0,44.0,732.0,N,P,SF,1,P,IL,606,N,8,2007,10,2007
R,"BANK OF AMERICA, N.A.",7.125,170000,360,85,85.0,1.0,43.0,627.0,N,C,SF,1,P,FL,349,N,12,2007,2,2008
R,"BANK OF AMERICA, N.A.",6.875,185000,360,80,80.0,1.0,49.0,644.0,N,C,SF,1,P,TX,780,N,9,2007,11,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.0,97000,360,80,80.0,1.0,30.0,666.0,Y,P,SF,1,P,FL,339,N,12,2007,2,2008
C,"PNC BANK, N.A.",6.25,417000,360,63,80.0,1.0,40.0,750.0,N,P,PU,1,P,TX,770,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.5,60000,360,58,58.0,2.0,19.0,724.0,N,C,SF,1,P,WA,992,N,9,2007,11,2007
R,"WELLS FARGO BANK, N.A.",6.0,156000,240,53,53.0,2.0,48.0,716.0,N,C,SF,1,P,MT,594,N,9,2007,12,2007
C,"BANK OF AMERICA, N.A.",6.375,343000,360,88,88.0,2.0,39.0,630.0,N,C,SF,1,P,VA,234,N,10,2007,1,2008
C,"GMAC MORTGAGE, LLC",5.875,416000,360,80,90.0,2.0,45.0,650.0,N,R,SF,1,P,IA,502,N,10,2006,12,2006
B,"BANK OF AMERICA, N.A.",6.5,104000,360,80,95.0,1.0,47.0,693.0,N,R,PU,1,P,TX,773,N,11,2007,1,2008
B,SUNTRUST MORTGAGE INC.,6.5,285000,360,85,85.0,2.0,32.0,729.0,N,C,PU,1,P,AZ,857,N,10,2007,11,2007
C,"CITIMORTGAGE, INC.",6.5,228000,360,70,70.0,2.0,35.0,751.0,N,R,SF,1,P,FL,334,N,7,2007,9,2007
R,"CHASE HOME FINANCE, LLC",7.0,286000,360,80,80.0,2.0,35.0,705.0,N,C,SF,1,P,CO,809,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,129000,360,67,67.0,2.0,33.0,754.0,N,R,SF,2,P,UT,844,N,10,2007,12,2007
B,OTHER,6.875,44000,360,90,90.0,1.0,27.0,733.0,N,P,SF,1,I,MS,397,N,11,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,360000,360,80,80.0,2.0,40.0,805.0,N,R,SF,1,P,IA,524,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,168000,360,70,70.0,1.0,42.0,814.0,N,C,SF,1,P,IL,606,N,10,2007,11,2007
R,OTHER,6.875,115000,360,70,70.0,1.0,32.0,723.0,N,C,CO,1,P,NJ,88,N,8,2007,11,2007
R,OTHER,6.25,79000,360,60,60.0,1.0,19.0,811.0,N,P,CO,1,P,IL,605,N,10,2007,12,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,132000,360,91,91.0,1.0,48.0,794.0,N,R,SF,1,P,NC,277,N,5,2007,7,2007
C,"GMAC MORTGAGE, LLC",7.0,210000,360,40,40.0,1.0,63.0,625.0,N,C,SF,1,P,FL,331,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,62000,360,80,80.0,1.0,30.0,776.0,N,C,SF,1,P,IN,475,N,10,2007,12,2007
R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.625,84000,360,80,80.0,2.0,45.0,811.0,N,P,SF,1,P,TX,761,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",5.99,264000,180,86,86.0,1.0,49.0,721.0,N,R,SF,1,P,NH,32,N,10,2007,1,2008
B,OTHER,6.0,250000,360,60,60.0,2.0,38.670606328740575,721.0,N,C,SF,1,P,IL,605,N,11,2007,1,2008
R,"CITIMORTGAGE, INC.",6.375,97000,180,25,25.0,2.0,18.0,793.0,N,R,SF,1,P,FL,333,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,234000,360,80,95.0,1.0,42.0,790.0,Y,P,SF,1,P,MA,21,N,10,2007,12,2007
B,"GMAC MORTGAGE, LLC",5.875,330000,360,78,78.0,2.0,39.0,659.0,N,C,SF,1,P,CA,917,N,11,2007,1,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.75,35000,360,18,18.0,2.0,25.0,609.0,N,C,SF,1,P,AZ,857,N,9,2007,11,2007
R,"GMAC MORTGAGE, LLC",6.625,78000,360,52,52.0,1.0,26.0,771.0,N,C,SF,1,P,IN,463,N,10,2007,12,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",5.875,415000,360,79,79.0,1.0,46.0,640.0,N,R,SF,1,P,NY,115,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,324000,360,80,80.0,2.0,59.0,679.0,N,P,PU,1,P,NC,275,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.75,190000,360,75,75.0,2.0,33.0,809.0,N,P,SF,1,P,MI,490,N,9,2007,11,2007
R,"WELLS FARGO BANK, N.A.",6.625,411000,360,80,95.0,2.0,42.0,695.0,Y,P,SF,1,P,MA,20,N,8,2007,10,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,5.5,258000,360,61,61.0,2.0,62.0,650.0,N,C,SF,1,P,NJ,82,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",5.875,250000,360,59,59.0,2.0,35.0,783.0,N,C,PU,1,P,CA,934,N,11,2007,2,2008
B,SUNTRUST MORTGAGE INC.,6.875,122000,360,31,31.0,2.0,29.0,735.0,N,C,SF,3,I,FL,341,N,8,2007,10,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,231000,360,80,90.0,2.0,47.0,754.0,N,P,PU,1,P,NC,288,N,11,2007,1,2008
C,"GMAC MORTGAGE, LLC",5.875,315000,360,70,70.0,1.0,46.0,794.0,N,C,SF,1,P,FL,331,N,11,2007,1,2008
C,"WELLS FARGO BANK, N.A.",6.5,530000,360,70,76.0,2.0,49.0,744.0,Y,P,SF,2,P,NY,113,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,148000,360,52,52.0,1.0,45.0,614.0,N,R,SF,1,P,MA,16,N,7,2007,9,2007
B,"CITIMORTGAGE, INC.",5.875,204000,360,80,80.0,2.0,46.0,767.0,N,R,SF,1,P,IA,507,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",5.875,327000,360,79,79.0,2.0,28.0,744.0,N,P,PU,1,P,TX,782,N,9,2007,11,2007
B,"CITIMORTGAGE, INC.",6.75,54000,360,80,80.0,1.0,49.0,671.0,N,P,SF,1,I,PA,190,N,10,2007,12,2007
C,"CITIMORTGAGE, INC.",6.25,275000,360,94,94.0,2.0,54.0,688.0,N,P,SF,1,P,PA,191,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",7.375,75000,360,54,54.0,1.0,63.0,661.0,N,C,SF,1,P,NY,129,N,11,2007,1,2008
R,OTHER,6.35,212000,360,80,95.0,2.0,49.0,700.0,N,P,SF,1,P,IA,522,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.625,102000,360,80,80.0,2.0,43.0,767.0,N,C,SF,1,P,TX,782,N,9,2007,11,2007
B,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.25,283000,360,56,56.0,2.0,42.0,635.0,N,C,SF,1,P,NY,110,N,8,2007,10,2007
B,"PNC BANK, N.A.",5.875,122000,360,50,50.0,2.0,18.0,790.0,N,P,PU,1,P,TX,760,N,11,2007,1,2008
R,"GMAC MORTGAGE, LLC",6.875,93000,360,75,75.0,1.0,26.0,583.0,N,P,SF,1,P,WI,544,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.375,197000,360,92,92.0,1.0,60.0,720.0,N,R,PU,1,P,CO,800,N,10,2007,12,2007
R,"PNC BANK, N.A.",6.875,131000,360,57,76.0,1.0,40.0,782.0,N,P,CO,1,P,IL,600,N,7,2007,9,2007
R,"BANK OF AMERICA, N.A.",6.5,252000,360,80,80.0,2.0,53.0,661.0,N,C,SF,1,P,CA,925,N,9,2007,11,2007
R,OTHER,6.625,151000,360,80,80.0,1.0,30.0,734.0,Y,P,SF,1,P,IL,612,N,9,2007,11,2007
R,"BANK OF AMERICA, N.A.",6.375,246000,360,80,90.0,2.0,61.0,802.0,N,P,SF,1,I,OH,430,N,11,2007,1,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.875,317000,360,80,80.0,2.0,46.0,752.0,N,P,CO,1,I,AZ,853,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,204000,360,73,73.0,1.0,37.0,811.0,Y,P,SF,1,P,LA,700,N,9,2007,11,2007
B,"CHASE HOME FINANCE, LLC",6.625,141000,360,74,74.0,1.0,38.0,625.0,N,C,SF,1,P,NJ,80,N,10,2007,12,2007
C,OTHER,6.75,28000,240,80,80.0,1.0,23.0,743.0,N,P,SF,1,P,IA,506,N,12,2007,2,2008
B,"CITIMORTGAGE, INC.",5.875,417000,360,63,71.0,2.0,29.0,781.0,N,P,SF,1,S,NY,119,N,12,2007,1,2008
R,"CHASE HOME FINANCE, LLC",6.25,350000,360,80,80.0,2.0,39.0,689.0,N,P,CO,1,S,TX,786,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",6.125,286000,360,80,80.0,2.0,44.0,752.0,N,R,SF,1,S,NC,287,N,9,2007,11,2007
R,"PNC BANK, N.A.",6.75,232000,360,80,80.0,1.0,29.0,684.0,N,C,SF,1,P,IN,462,N,8,2007,10,2007
R,"GMAC MORTGAGE, LLC",6.25,24000,360,75,75.0,1.0,24.0,771.0,N,P,PU,1,I,NC,274,Y,12,2007,2,2008
B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,187000,360,85,85.0,2.0,46.0,660.0,N,P,PU,1,P,KY,405,N,8,2007,10,2007
B,"BANK OF AMERICA, N.A.",7.0,322000,360,95,95.0,2.0,52.0,647.0,N,P,PU,1,S,NC,273,N,11,2007,1,2008
C,"GMAC MORTGAGE, LLC",7.0,112000,360,80,80.0,1.0,47.0,789.0,N,C,SF,1,P,TX,775,N,8,2007,10,2007
C,SUNTRUST MORTGAGE INC.,6.375,200000,240,72,72.0,2.0,35.0,813.0,N,P,SF,1,P,SD,571,N,8,2007,10,2007
C,"BANK OF AMERICA, N.A.",6.5,146000,360,65,65.0,2.0,43.0,739.0,N,C,SF,1,P,PA,180,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.125,160000,180,35,35.0,2.0,6.0,786.0,N,P,PU,1,P,MS,392,N,10,2007,12,2007
R,OTHER,6.125,241000,360,73,73.0,1.0,61.0,692.0,N,R,SF,1,P,WA,985,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,85000,360,63,63.0,1.0,37.0,616.0,N,P,SF,1,P,OH,441,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.125,400000,360,80,80.0,1.0,32.0,775.0,N,P,SF,1,P,FL,329,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.375,180000,360,79,79.0,2.0,27.0,752.0,N,P,SF,1,P,LA,708,N,11,2007,12,2007
C,"CITIMORTGAGE, INC.",6.625,330000,360,74,74.0,1.0,49.0,660.0,N,C,SF,2,I,WA,982,N,10,2007,12,2007
B,SUNTRUST MORTGAGE INC.,6.375,417000,360,60,80.0,1.0,47.0,710.0,N,C,SF,1,P,CA,951,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",7.625,55000,360,48,48.0,1.0,44.0,607.0,N,C,SF,1,P,MS,391,N,11,2007,1,2008
B,"BANK OF AMERICA, N.A.",7.25,58000,360,80,80.0,2.0,17.0,725.0,N,R,SF,2,I,MI,488,N,9,2007,11,2007
C,"WELLS FARGO BANK, N.A.",6.625,358000,360,80,80.0,2.0,27.0,766.0,N,R,CO,1,S,DE,199,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.25,140000,360,66,66.0,2.0,47.0,666.0,N,C,SF,1,P,CA,932,N,9,2007,11,2007
R,OTHER,6.375,268000,360,80,80.0,2.0,40.0,721.0,N,C,SF,1,P,NY,117,N,10,2007,12,2007
C,OTHER,6.0,149000,360,95,95.0,1.0,34.0,805.0,N,P,SF,1,P,GA,301,N,11,2007,1,2008
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.5,213000,360,60,60.0,1.0,16.0,737.0,N,C,SF,1,P,AZ,857,N,11,2007,1,2008
R,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",7.125,233000,360,79,79.0,1.0,39.0,705.0,N,C,SF,1,P,NC,275,N,9,2007,10,2007
C,"BANK OF AMERICA, N.A.",5.99,442000,360,68,68.0,1.0,59.0,627.0,N,C,SF,1,P,HI,967,N,10,2007,1,2008
B,"PNC BANK, N.A.",6.375,240000,360,79,79.0,2.0,37.0,739.0,N,C,PU,1,P,CO,800,N,9,2007,11,2007
B,"CHASE HOME FINANCE, LLC",6.5,168000,360,80,80.0,2.0,58.0,732.0,N,P,SF,1,P,OR,974,N,8,2007,10,2007
C,"CITIMORTGAGE, INC.",6.25,260000,360,80,95.0,2.0,32.0,708.0,N,P,SF,1,P,TX,750,N,10,2007,11,2007
R,"GMAC MORTGAGE, LLC",6.75,227000,180,48,48.0,2.0,23.0,716.0,N,R,SF,1,P,CA,934,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.75,164000,360,95,95.0,2.0,53.0,638.0,N,P,PU,1,P,NC,282,N,11,2007,1,2008
R,"CHASE HOME FINANCE, LLC",6.5,120000,360,53,53.0,1.0,59.0,772.0,N,C,CP,1,P,NY,113,N,9,2007,12,2007
R,"BANK OF AMERICA, N.A.",6.125,179000,360,95,95.0,2.0,33.0,654.0,N,R,SF,1,P,NC,278,N,12,2007,2,2008
R,OTHER,5.625,94000,180,34,34.0,1.0,29.0,761.0,N,C,SF,1,P,NV,894,N,12,2007,2,2008
B,AMTRUST BANK,6.5,102000,360,79,79.0,1.0,31.0,785.0,N,C,SF,1,P,OH,432,N,12,2007,1,2008
C,"GMAC MORTGAGE, LLC",6.5,178000,360,71,90.0,2.0,43.0,739.0,N,R,SF,1,P,WI,540,N,8,2007,10,2007
C,"CITIMORTGAGE, INC.",6.375,212000,360,80,80.0,1.0,26.0,715.0,N,P,SF,1,P,OR,972,N,8,2007,10,2007
R,OTHER,6.125,320000,360,80,80.0,1.0,58.0,756.0,N,P,SF,1,P,WA,982,N,10,2007,12,2007
B,SUNTRUST MORTGAGE INC.,5.875,338000,360,62,62.0,2.0,48.0,734.0,N,R,PU,1,P,GA,300,N,10,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.625,190000,360,85,85.0,2.0,37.0,763.0,N,R,SF,1,P,AR,727,N,9,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,240000,360,93,93.0,2.0,29.0,613.0,Y,P,PU,1,P,FL,335,N,10,2007,12,2007
R,OTHER,6.375,210000,360,50,50.0,2.0,33.0,791.0,N,P,SF,1,P,NY,128,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.0,150000,360,60,60.0,2.0,24.0,780.0,N,P,SF,1,P,TX,785,N,10,2007,12,2007
R,FIRST TENNESSEE BANK NATIONAL ASSOCIATION,6.5,183000,360,94,94.0,2.0,44.0,685.0,N,P,SF,1,P,MA,26,N,11,2007,1,2008
R,OTHER,6.5,75000,360,56,56.0,2.0,29.0,786.0,N,C,SF,1,P,NY,130,N,10,2007,12,2007
C,AMTRUST BANK,6.5,103000,360,90,90.0,2.0,23.0,686.0,N,C,SF,1,P,AL,365,N,9,2007,11,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.5,291000,360,80,90.0,2.0,28.0,749.0,N,P,SF,1,P,NY,103,N,10,2007,12,2007
C,"WELLS FARGO BANK, N.A.",6.5,180000,360,66,66.0,1.0,27.0,782.0,N,C,SF,1,P,OR,972,N,8,2007,10,2007
R,"PNC BANK, N.A.",6.875,195000,360,61,61.0,2.0,20.0,677.0,N,R,SF,1,P,NJ,88,N,8,2007,10,2007
R,"WELLS FARGO BANK, N.A.",6.25,133000,240,67,67.0,2.0,31.0,628.0,N,C,SF,1,P,NJ,80,N,10,2007,12,2007
C,"GMAC MORTGAGE, LLC",6.0,180000,360,38,38.0,2.0,35.0,702.0,N,C,SF,1,P,CA,925,N,11,2007,1,2008
R,"WELLS FARGO BANK, N.A.",6.75,365000,360,90,90.0,2.0,34.0,684.0,N,C,SF,1,P,NJ,82,N,9,2007,11,2007
C,"GMAC MORTGAGE, LLC",6.375,400000,360,60,60.0,2.0,41.0,796.0,N,P,SF,1,S,CA,961,N,10,2007,12,2007
R,"GMAC MORTGAGE, LLC",6.5,114000,360,83,83.0,1.0,36.0,673.0,N,C,SF,1,P,VA,245,N,12,2007,2,2008
C,"FDIC, RECEIVER, INDYMAC FEDERAL BANK FSB",6.5,128000,360,80,80.0,2.0,33.0,717.0,N,C,SF,1,P,IL,612,N,6,2007,8,2007
R,"WELLS FARGO BANK, N.A.",6.375,197000,360,80,90.0,1.0,23.0,714.0,N,C,PU,1,P,GA,300,N,9,2007,11,2007
C,"CITIMORTGAGE, INC.",6.0,148000,360,76,76.0,2.0,35.0,726.0,N,C,PU,1,P,TN,370,N,10,2007,12,2007
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.625,476000,360,70,70.0,2.0,32.0,761.0,N,C,SF,4,I,NY,112,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.375,120000,360,80,80.0,1.0,43.0,773.0,Y,P,SF,1,P,TN,372,N,10,2007,12,2007
C,FLAGSTAR CAPITAL MARKETS CORPORATION,6.0,417000,360,48,48.0,1.0,19.0,793.0,N,C,SF,1,P,CA,921,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.5,130000,360,80,80.0,1.0,36.0,799.0,N,P,SF,1,P,NY,144,N,11,2007,1,2008
C,"BANK OF AMERICA, N.A.",6.25,150000,360,86,86.0,2.0,42.0,794.0,N,P,SF,1,P,CO,802,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",7.75,39000,360,90,90.0,1.0,35.0,661.0,N,P,SF,1,I,MI,484,N,8,2007,10,2007
R,OTHER,6.75,210000,360,78,78.0,1.0,34.0,692.0,N,R,SF,1,P,NC,287,N,10,2007,12,2007
C,OTHER,6.25,220000,360,61,84.0,1.0,35.0,788.0,Y,P,CO,1,P,NY,112,N,10,2007,12,2007
B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.25,59000,360,90,90.0,2.0,34.0,755.0,N,P,PU,1,I,TX,773,N,10,2007,12,2007
R,"WELLS FARGO BANK, N.A.",6.5,122000,360,61,61.0,2.0,30.0,627.0,N,C,SF,1,P,FL,337,N,8,2007,10,2007
C,"CITIMORTGAGE, INC.",5.875,215000,360,69,69.0,2.0,33.0,647.0,N,R,SF,1,P,NC,287,N,11,2007,2,2008
R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,279000,360,80,80.0,2.0,31.0,809.0,N,P,SF,1,P,AZ,859,N,10,2007,11,2007
R,OTHER,6.25,122000,360,54,54.0,1.0,9.0,679.0,N,R,SF,1,P,MI,483,N,12,2007,2,2008
R,"BANK OF AMERICA, N.A.",6.5,135000,360,90,90.0,2.0,53.0,696.0,N,P,SF,1,I,FL,344,N,10,2007,12,2007
R,OTHER,6.375,192000,360,75,75.0,2.0,40.0,753.0,N,P,SF,2,I,PA,168,N,10,2007,11,2007
C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.125,104000,360,80,80.0,1.0,36.0,781.0,N,C,SF,1,P,AL,357,N,5,2007,7,2007
R,SUNTRUST MORTGAGE INC.,5.75,200000,360,60,60.0,1.0,56.0,665.0,N,C,SF,1,P,VA,226,N,9,2007,11,2007
C,"BANK OF AMERICA, N.A.",6.0,157000,360,80,80.0,1.0,28.0,632.0,N,R,SF,1,P,WI,532,N,11,2007,1,2008
